transaction_id,customer_id,loan_id,transaction_ts,transaction_type,payment_method,amount,currency,transaction_status
T0002141,C00140,L000113,2025-03-29T00:00:00,FEE,CARD,217148,COP,PENDING
T0002142,C00051,L000394,2024-12-26T00:00:00,REPAYMENT,TRANSFER,256074,COP,SETTLED
T0002143,C00451,L000661,2025-02-02T00:00:00,DISBURSEMENT,TRANSFER,342540,COP,SETTLED
T0002144,C00466,L000312,2023-02-26T00:00:00,REPAYMENT,CARD,234550,COP,SETTLED
T0002145,C00378,L000832,2025-03-15T00:00:00,REPAYMENT,TRANSFER,321864,COP,FAILED
T0002146,C00374,L000168,2024-08-14T00:00:00,DISBURSEMENT,CASH_NETWORK,253099,COP,FAILED
T0002147,C00464,L000887,2025-02-24T00:00:00,CHARGEBACK,CASH_NETWORK,167206,COP,FAILED
T0002148,C00071,L000471,2024-06-16T00:00:00,REPAYMENT,PSE,313766,COP,SETTLED
T0002149,C00490,L000913,2023-12-24T00:00:00,DISBURSEMENT,PSE,334591,COP,FAILED
T0002150,C00146,L000686,2025-06-15T00:00:00,REPAYMENT,PSE,125624,COP,PENDING
T0002151,C00511,L000477,2024-04-19T00:00:00,REPAYMENT,CASH_NETWORK,109586,COP,SETTLED
T0002152,C00251,L000281,2024-01-21T00:00:00,DISBURSEMENT,CARD,107052,COP,SETTLED
T0002153,C00225,L001126,2024-01-09T00:00:00,FEE,TRANSFER,281760,COP,PENDING
T0002154,C00302,L000688,2024-07-29T00:00:00,FEE,CARD,145490,COP,FAILED
T0002155,C00519,L000481,2023-02-04T00:00:00,CHARGEBACK,CARD,356385,COP,PENDING
T0002156,C00091,L000189,2025-06-12T00:00:00,CHARGEBACK,CARD,365953,COP,PENDING
T0002157,C00057,L000268,2024-02-01T00:00:00,DISBURSEMENT,PSE,231888,COP,SETTLED
T0002158,C00493,L000319,2025-01-31T00:00:00,CHARGEBACK,TRANSFER,359187,COP,FAILED
T0002159,C00347,L000045,2024-06-21T00:00:00,REPAYMENT,TRANSFER,297221,COP,PENDING
T0002160,C00104,L000138,2024-12-28T00:00:00,CHARGEBACK,TRANSFER,103527,COP,PENDING
T0002161,C00389,L000462,2023-09-06T00:00:00,DISBURSEMENT,CARD,43093,COP,PENDING
T0002162,C00053,L001111,2024-11-21T00:00:00,REPAYMENT,CASH_NETWORK,107661,COP,PENDING
T0002163,C00176,L000028,2024-07-07T00:00:00,REPAYMENT,CASH_NETWORK,73641,COP,SETTLED
T0002164,C00226,L000943,2024-08-21T00:00:00,FEE,CASH_NETWORK,36210,COP,FAILED
T0002165,C00012,L000475,2024-03-03T00:00:00,REPAYMENT,CASH_NETWORK,101845,COP,PENDING
T0002166,C00201,L001078,2023-06-04T00:00:00,CHARGEBACK,PSE,246421,COP,PENDING
T0002167,C00358,L001032,2023-10-05T00:00:00,DISBURSEMENT,TRANSFER,161363,COP,PENDING
T0002168,C00149,L000880,2024-09-28T00:00:00,REPAYMENT,CARD,155752,COP,FAILED
T0002169,C00159,L000420,2023-04-25T00:00:00,CHARGEBACK,CARD,193800,COP,PENDING
T0002170,C00172,L000725,2024-04-09T00:00:00,REPAYMENT,CARD,141976,COP,FAILED
T0002171,C00459,L000430,2024-05-03T00:00:00,DISBURSEMENT,PSE,138932,COP,PENDING
T0002172,C00153,L000499,2024-06-04T00:00:00,FEE,TRANSFER,304391,COP,FAILED
T0002173,C00393,L000700,2025-04-21T00:00:00,DISBURSEMENT,CASH_NETWORK,277011,COP,FAILED
T0002174,C00049,L000695,2023-07-10T00:00:00,FEE,CARD,80560,COP,PENDING
T0002175,C00196,L000706,2024-01-12T00:00:00,DISBURSEMENT,CASH_NETWORK,184272,COP,FAILED
T0002176,C00358,L000275,2024-08-10T00:00:00,DISBURSEMENT,CASH_NETWORK,97229,COP,SETTLED
T0002177,C00002,L000496,2024-03-16T00:00:00,CHARGEBACK,TRANSFER,183877,COP,PENDING
T0002178,C00343,L000761,2023-08-28T00:00:00,DISBURSEMENT,CASH_NETWORK,189135,COP,PENDING
T0002179,C00339,L000419,2023-01-10T00:00:00,DISBURSEMENT,TRANSFER,154179,COP,FAILED
T0002180,C00118,L000422,2023-04-14T00:00:00,REPAYMENT,CASH_NETWORK,245445,COP,FAILED
T0002181,C00449,L000998,2023-04-06T00:00:00,FEE,TRANSFER,284580,COP,FAILED
T0002182,C00351,L000843,2023-01-19T00:00:00,CHARGEBACK,TRANSFER,289394,COP,PENDING
T0002183,C00075,L000943,2024-05-20T00:00:00,REPAYMENT,TRANSFER,358440,COP,PENDING
T0002184,C00386,L001059,2024-05-21T00:00:00,DISBURSEMENT,PSE,432480,COP,SETTLED
T0002185,C00426,L000332,2024-02-16T00:00:00,REPAYMENT,TRANSFER,321734,COP,PENDING
T0002186,C00293,L000646,2024-08-04T00:00:00,DISBURSEMENT,PSE,284731,COP,FAILED
T0002187,C00338,L001000,2023-06-04T00:00:00,FEE,PSE,271043,COP,FAILED
T0002188,C00503,L000090,2023-12-18T00:00:00,CHARGEBACK,PSE,152513,COP,SETTLED
T0002189,C00212,L000641,2025-02-26T00:00:00,CHARGEBACK,TRANSFER,103284,COP,PENDING
T0002190,C00035,L000467,2025-03-02T00:00:00,CHARGEBACK,CASH_NETWORK,131892,COP,SETTLED
T0002191,C00130,L000975,2023-02-06T00:00:00,REPAYMENT,TRANSFER,251254,COP,PENDING
T0002192,C00134,L000788,2025-06-01T00:00:00,CHARGEBACK,PSE,247946,COP,FAILED
T0002193,C00375,L001169,2023-12-29T00:00:00,FEE,PSE,58966,COP,FAILED
T0002194,C00449,L000210,2025-03-19T00:00:00,CHARGEBACK,TRANSFER,220605,COP,SETTLED
T0002195,C00353,L000679,2023-11-10T00:00:00,DISBURSEMENT,CARD,215219,COP,PENDING
T0002196,C00038,L001002,2023-10-04T00:00:00,DISBURSEMENT,CASH_NETWORK,161751,COP,SETTLED
T0002197,C00078,L000654,2023-04-03T00:00:00,REPAYMENT,PSE,234226,COP,PENDING
T0002198,C00204,L001065,2024-08-29T00:00:00,DISBURSEMENT,PSE,219803,COP,PENDING
T0002199,C00178,L000236,2023-08-21T00:00:00,DISBURSEMENT,CARD,422180,COP,FAILED
T0002200,C00215,L000161,2023-11-24T00:00:00,CHARGEBACK,PSE,143272,COP,PENDING
T0002201,C00112,L000301,2023-12-29T00:00:00,CHARGEBACK,TRANSFER,387090,COP,PENDING
T0002202,C00236,L000345,2024-09-03T00:00:00,DISBURSEMENT,TRANSFER,39482,COP,PENDING
T0002203,C00186,L000853,2024-11-29T00:00:00,REPAYMENT,TRANSFER,125915,COP,SETTLED
T0002204,C00507,L000106,2024-07-26T00:00:00,DISBURSEMENT,CARD,20003,COP,FAILED
T0002205,C00170,L000858,2024-02-25T00:00:00,FEE,PSE,163698,COP,SETTLED
T0002206,C00287,L000362,2023-06-04T00:00:00,FEE,PSE,318052,COP,SETTLED
T0002207,C00346,L000663,2023-12-11T00:00:00,REPAYMENT,TRANSFER,262940,COP,FAILED
T0002208,C00298,L001164,2023-01-04T00:00:00,REPAYMENT,TRANSFER,110678,COP,SETTLED
T0002209,C00138,L001061,2024-08-27T00:00:00,FEE,TRANSFER,288493,COP,PENDING
T0002210,C00384,L000048,2024-04-24T00:00:00,REPAYMENT,PSE,239457,COP,FAILED
T0002211,C00085,L000930,2024-02-16T00:00:00,CHARGEBACK,TRANSFER,242251,COP,PENDING
T0002212,C00013,L000312,2023-06-20T00:00:00,DISBURSEMENT,TRANSFER,305443,COP,SETTLED
T0002213,C00142,L000026,2023-06-29T00:00:00,REPAYMENT,PSE,378083,COP,PENDING
T0002214,C00394,L000927,2024-07-03T00:00:00,DISBURSEMENT,CASH_NETWORK,140564,COP,PENDING
T0002215,C00219,L000733,2025-03-22T00:00:00,REPAYMENT,PSE,183800,COP,FAILED
T0002216,C00050,L000103,2025-02-14T00:00:00,REPAYMENT,TRANSFER,163955,COP,PENDING
T0002217,C00346,L001015,2023-02-22T00:00:00,CHARGEBACK,CARD,264798,COP,PENDING
T0002218,C00398,L000609,2023-01-04T00:00:00,FEE,CASH_NETWORK,300393,COP,PENDING
T0002219,C00253,L000265,2024-05-24T00:00:00,DISBURSEMENT,CARD,237090,COP,PENDING
T0002220,C00057,L000222,2024-12-09T00:00:00,CHARGEBACK,PSE,149930,COP,SETTLED
T0002221,C00149,L001022,2023-06-10T00:00:00,CHARGEBACK,TRANSFER,143715,COP,FAILED
T0002222,C00164,L001071,2023-08-14T00:00:00,FEE,CARD,379471,COP,PENDING
T0002223,C00282,L000107,2023-01-12T00:00:00,CHARGEBACK,TRANSFER,395489,COP,FAILED
T0002224,C00066,L000529,2023-03-28T00:00:00,FEE,CASH_NETWORK,211876,COP,SETTLED
T0002225,C00152,L000415,2024-01-22T00:00:00,FEE,PSE,63834,COP,SETTLED
T0002226,C00319,L001089,2023-04-07T00:00:00,REPAYMENT,PSE,120999,COP,FAILED
T0002227,C00499,L000754,2024-02-16T00:00:00,FEE,TRANSFER,363052,COP,SETTLED
T0002228,C00389,L000959,2023-03-12T00:00:00,REPAYMENT,TRANSFER,238448,COP,SETTLED
T0002229,C00450,L000915,2023-11-29T00:00:00,FEE,CARD,112576,COP,FAILED
T0002230,C00279,L000535,2024-03-05T00:00:00,CHARGEBACK,TRANSFER,266606,COP,SETTLED
T0002231,C00301,L000285,2025-02-28T00:00:00,REPAYMENT,CARD,302196,COP,PENDING
T0002232,C00101,L000719,2024-01-11T00:00:00,CHARGEBACK,TRANSFER,276121,COP,SETTLED
T0002233,C00046,L000324,2023-05-01T00:00:00,FEE,CASH_NETWORK,133752,COP,SETTLED
T0002234,C00436,L001136,2023-10-29T00:00:00,CHARGEBACK,TRANSFER,300220,COP,SETTLED
T0002235,C00238,L001021,2024-04-28T00:00:00,REPAYMENT,TRANSFER,233209,COP,SETTLED
T0002236,C00102,L000281,2023-05-15T00:00:00,CHARGEBACK,CASH_NETWORK,172095,COP,PENDING
T0002237,C00461,L000871,2023-11-14T00:00:00,DISBURSEMENT,TRANSFER,301565,COP,PENDING
T0002238,C00496,L001082,2023-07-03T00:00:00,DISBURSEMENT,CARD,105568,COP,PENDING
T0002239,C00357,L000554,2024-10-29T00:00:00,CHARGEBACK,CARD,260158,COP,PENDING
T0002240,C00063,L000271,2025-01-03T00:00:00,REPAYMENT,CARD,54694,COP,FAILED
T0002241,C00168,L000250,2025-01-27T00:00:00,CHARGEBACK,CARD,335081,COP,SETTLED
T0002242,C00103,L000099,2024-10-28T00:00:00,DISBURSEMENT,TRANSFER,180056,COP,FAILED
T0002243,C00414,L000162,2024-05-24T00:00:00,DISBURSEMENT,CARD,138047,COP,SETTLED
T0002244,C00420,L001057,2023-09-17T00:00:00,CHARGEBACK,TRANSFER,111538,COP,SETTLED
T0002245,C00296,L000823,2023-01-24T00:00:00,DISBURSEMENT,PSE,271427,COP,PENDING
T0002246,C00397,L000396,2024-11-06T00:00:00,REPAYMENT,PSE,298365,COP,FAILED
T0002247,C00049,L001136,2024-07-31T00:00:00,FEE,CARD,139083,COP,SETTLED
T0002248,C00032,L000831,2024-10-03T00:00:00,CHARGEBACK,PSE,9535,COP,SETTLED
T0002249,C00044,L000803,2025-02-14T00:00:00,REPAYMENT,CASH_NETWORK,41486,COP,FAILED
T0002250,C00235,L000954,2023-01-14T00:00:00,REPAYMENT,CASH_NETWORK,247404,COP,SETTLED
T0002251,C00381,L000730,2025-02-02T00:00:00,REPAYMENT,CASH_NETWORK,234138,COP,PENDING
T0002252,C00313,L000628,2024-04-04T00:00:00,FEE,CASH_NETWORK,257120,COP,FAILED
T0002253,C00210,L000737,2023-06-13T00:00:00,DISBURSEMENT,TRANSFER,229976,COP,FAILED
T0002254,C00038,L000947,2023-02-05T00:00:00,REPAYMENT,CARD,260111,COP,FAILED
T0002255,C00245,L000769,2025-02-26T00:00:00,REPAYMENT,PSE,103409,COP,SETTLED
T0002256,C00470,L000244,2025-04-14T00:00:00,CHARGEBACK,CARD,266067,COP,FAILED
T0002257,C00278,L000680,2023-10-01T00:00:00,FEE,CARD,342843,COP,PENDING
T0002258,C00218,L000264,2025-02-13T00:00:00,FEE,CASH_NETWORK,233047,COP,PENDING
T0002259,C00314,L000463,2023-04-03T00:00:00,REPAYMENT,CASH_NETWORK,77245,COP,PENDING
T0002260,C00484,L000660,2024-05-21T00:00:00,CHARGEBACK,PSE,98185,COP,PENDING
T0002261,C00333,L000309,2024-03-20T00:00:00,FEE,CARD,233796,COP,PENDING
T0002262,C00481,L001088,2023-09-06T00:00:00,DISBURSEMENT,CASH_NETWORK,156937,COP,FAILED
T0002263,C00363,L000836,2025-05-08T00:00:00,FEE,PSE,276430,COP,SETTLED
T0002264,C00377,L000301,2024-12-13T00:00:00,FEE,CASH_NETWORK,251324,COP,FAILED
T0002265,C00063,L001166,2023-05-18T00:00:00,REPAYMENT,CARD,118431,COP,FAILED
T0002266,C00329,L001007,2023-07-09T00:00:00,DISBURSEMENT,PSE,123046,COP,PENDING
T0002267,C00268,L000167,2024-12-08T00:00:00,FEE,CARD,180092,COP,FAILED
T0002268,C00482,L000092,2024-12-18T00:00:00,FEE,PSE,384430,COP,PENDING
T0002269,C00492,L000926,2023-12-09T00:00:00,FEE,PSE,174061,COP,SETTLED
T0002270,C00516,L000764,2024-10-07T00:00:00,CHARGEBACK,TRANSFER,339509,COP,FAILED
T0002271,C00403,L000623,2023-11-09T00:00:00,FEE,CARD,244925,COP,SETTLED
T0002272,C00508,L000593,2025-05-04T00:00:00,FEE,CARD,156278,COP,PENDING
T0002273,C00292,L000936,2024-11-11T00:00:00,REPAYMENT,CASH_NETWORK,105307,COP,PENDING
T0002274,C00237,L000167,2024-01-23T00:00:00,CHARGEBACK,CASH_NETWORK,205184,COP,FAILED
T0002275,C00447,L000366,2024-09-28T00:00:00,DISBURSEMENT,CARD,26224,COP,FAILED
T0002276,C00500,L000667,2023-07-22T00:00:00,REPAYMENT,PSE,320617,COP,FAILED
T0002277,C00331,L000664,2024-08-17T00:00:00,FEE,CASH_NETWORK,215643,COP,SETTLED
T0002278,C00387,L000597,2025-02-04T00:00:00,FEE,CARD,100892,COP,PENDING
T0002279,C00184,L001198,2024-03-02T00:00:00,REPAYMENT,PSE,108268,COP,PENDING
T0002280,C00304,L000141,2025-02-19T00:00:00,REPAYMENT,PSE,192833,COP,PENDING
T0002281,C00305,L000664,2025-01-31T00:00:00,FEE,CASH_NETWORK,32127,COP,PENDING
T0002282,C00386,L001153,2024-10-06T00:00:00,DISBURSEMENT,PSE,214103,COP,FAILED
T0002283,C00323,L000532,2023-02-20T00:00:00,CHARGEBACK,PSE,155110,COP,PENDING
T0002284,C00321,L000489,2024-12-20T00:00:00,CHARGEBACK,TRANSFER,93610,COP,FAILED
T0002285,C00311,L000980,2024-01-02T00:00:00,FEE,TRANSFER,308663,COP,FAILED
T0002286,C00085,L000163,2023-02-25T00:00:00,CHARGEBACK,CARD,247864,COP,FAILED
T0002287,C00492,L000882,2024-04-05T00:00:00,CHARGEBACK,CASH_NETWORK,224475,COP,FAILED
T0002288,C00243,L000123,2024-01-25T00:00:00,DISBURSEMENT,CARD,153160,COP,SETTLED
T0002289,C00147,L000660,2023-03-26T00:00:00,DISBURSEMENT,PSE,179417,COP,FAILED
T0002290,C00418,L000595,2025-05-10T00:00:00,DISBURSEMENT,TRANSFER,341459,COP,PENDING
T0002291,C00151,L000510,2025-05-31T00:00:00,REPAYMENT,PSE,77790,COP,PENDING
T0002292,C00126,L000097,2025-04-27T00:00:00,REPAYMENT,TRANSFER,283928,COP,FAILED
T0002293,C00269,L000274,2024-04-10T00:00:00,FEE,CARD,388207,COP,PENDING
T0002294,C00251,L000150,2024-10-25T00:00:00,FEE,TRANSFER,120424,COP,FAILED
T0002295,C00393,L000903,2025-02-21T00:00:00,FEE,CARD,327504,COP,SETTLED
T0002296,C00320,L001175,2025-06-13T00:00:00,REPAYMENT,CARD,304441,COP,SETTLED
T0002297,C00083,L000781,2025-03-02T00:00:00,CHARGEBACK,CARD,278827,COP,FAILED
T0002298,C00338,L000638,2024-04-07T00:00:00,FEE,CASH_NETWORK,254997,COP,FAILED
T0002299,C00399,L000348,2025-05-28T00:00:00,CHARGEBACK,CARD,300569,COP,FAILED
T0002300,C00255,L000613,2024-08-17T00:00:00,REPAYMENT,PSE,175368,COP,SETTLED
T0002301,C00338,L000018,2024-03-28T00:00:00,DISBURSEMENT,CASH_NETWORK,42833,COP,SETTLED
T0002302,C00346,L001179,2025-01-28T00:00:00,FEE,PSE,220874,COP,FAILED
T0002303,C00482,L000339,2024-12-31T00:00:00,FEE,CASH_NETWORK,107781,COP,SETTLED
T0002304,C00253,L000481,2024-07-23T00:00:00,DISBURSEMENT,CARD,215450,COP,PENDING
T0002305,C00437,L000769,2023-01-19T00:00:00,FEE,PSE,144136,COP,FAILED
T0002306,C00302,L000759,2025-01-28T00:00:00,CHARGEBACK,TRANSFER,285211,COP,SETTLED
T0002307,C00224,L000289,2024-07-16T00:00:00,CHARGEBACK,CARD,200267,COP,FAILED
T0002308,C00147,L000718,2023-03-17T00:00:00,CHARGEBACK,CASH_NETWORK,334942,COP,FAILED
T0002309,C00115,L000372,2024-05-22T00:00:00,DISBURSEMENT,CASH_NETWORK,201590,COP,FAILED
T0002310,C00027,L000866,2024-09-23T00:00:00,DISBURSEMENT,PSE,-45970,COP,FAILED
T0002311,C00512,L001180,2023-03-23T00:00:00,REPAYMENT,TRANSFER,302913,COP,SETTLED
T0002312,C00145,L000755,2025-05-28T00:00:00,REPAYMENT,PSE,221068,COP,SETTLED
T0002313,C00267,L000078,2023-10-20T00:00:00,CHARGEBACK,CASH_NETWORK,286364,COP,SETTLED
T0002314,C00049,L000037,2023-11-06T00:00:00,DISBURSEMENT,CARD,219443,COP,FAILED
T0002315,C00195,L001103,2025-01-15T00:00:00,REPAYMENT,PSE,174578,COP,SETTLED
T0002316,C00213,L000943,2023-04-17T00:00:00,DISBURSEMENT,TRANSFER,242094,COP,PENDING
T0002317,C00286,L001121,2023-06-15T00:00:00,DISBURSEMENT,PSE,339703,COP,FAILED
T0002318,C00492,L000013,2023-05-03T00:00:00,DISBURSEMENT,CASH_NETWORK,347647,COP,PENDING
T0002319,C00276,L001134,2024-07-27T00:00:00,DISBURSEMENT,CASH_NETWORK,237315,COP,PENDING
T0002320,C00457,L000517,2024-05-16T00:00:00,FEE,CARD,440510,COP,FAILED
T0002321,C00262,L000601,2024-05-31T00:00:00,DISBURSEMENT,CARD,365267,COP,FAILED
T0002322,C00255,L000041,2025-03-23T00:00:00,CHARGEBACK,CARD,120238,COP,FAILED
T0002323,C00355,L000244,2024-06-30T00:00:00,CHARGEBACK,TRANSFER,419218,COP,FAILED
T0002324,C00270,L001008,2023-07-03T00:00:00,CHARGEBACK,CARD,177250,COP,SETTLED
T0002325,C00455,L000945,2024-07-23T00:00:00,REPAYMENT,CASH_NETWORK,-15924,COP,SETTLED
T0002326,C00159,L000933,2024-04-10T00:00:00,DISBURSEMENT,CASH_NETWORK,91664,COP,PENDING
T0002327,C00292,L000868,2023-01-23T00:00:00,FEE,TRANSFER,240825,COP,FAILED
T0002328,C00055,L000631,2023-09-01T00:00:00,REPAYMENT,PSE,379769,COP,PENDING
T0002329,C00036,L000897,2024-02-19T00:00:00,CHARGEBACK,PSE,255157,COP,SETTLED
T0002330,C00386,L000945,2025-04-19T00:00:00,REPAYMENT,CARD,97697,COP,PENDING
T0002331,C00107,L000961,2025-02-03T00:00:00,DISBURSEMENT,TRANSFER,354917,COP,PENDING
T0002332,C00246,L000216,2025-03-30T00:00:00,REPAYMENT,TRANSFER,220807,COP,SETTLED
T0002333,C00027,L000692,2025-06-10T00:00:00,DISBURSEMENT,PSE,136837,COP,SETTLED
T0002334,C00298,L000655,2025-02-25T00:00:00,DISBURSEMENT,PSE,148350,COP,PENDING
T0002335,C00276,L000627,2024-04-22T00:00:00,DISBURSEMENT,PSE,108528,COP,FAILED
T0002336,C00039,L000362,2024-09-19T00:00:00,FEE,TRANSFER,155757,COP,SETTLED
T0002337,C00187,L000171,2024-02-02T00:00:00,CHARGEBACK,CASH_NETWORK,211602,COP,SETTLED
T0002338,C00397,L000394,2023-04-26T00:00:00,CHARGEBACK,TRANSFER,229535,COP,PENDING
T0002339,C00517,L000608,2024-05-26T00:00:00,DISBURSEMENT,CARD,316654,COP,SETTLED
T0002340,C00275,L000583,2024-05-30T00:00:00,CHARGEBACK,CASH_NETWORK,156703,COP,FAILED
T0002341,C00268,L000926,2024-03-18T00:00:00,REPAYMENT,CARD,271100,COP,PENDING
T0002342,C00042,L000263,2024-10-19T00:00:00,DISBURSEMENT,PSE,113882,COP,FAILED
T0002343,C00305,L000601,2023-06-16T00:00:00,FEE,CARD,293406,COP,FAILED
T0002344,C00067,L000708,2023-12-20T00:00:00,REPAYMENT,PSE,122263,COP,FAILED
T0002345,C00324,L000947,2024-12-08T00:00:00,CHARGEBACK,TRANSFER,248694,COP,SETTLED
T0002346,C00122,L000544,2024-10-21T00:00:00,CHARGEBACK,CASH_NETWORK,147708,COP,PENDING
T0002347,C00009,L000979,2024-03-26T00:00:00,REPAYMENT,TRANSFER,144313,COP,PENDING
T0002348,C00016,L000030,2024-08-30T00:00:00,CHARGEBACK,PSE,160425,COP,PENDING
T0002349,C00351,L000649,2023-02-20T00:00:00,DISBURSEMENT,PSE,310000,COP,PENDING
T0002350,C00001,L000377,2024-07-12T00:00:00,DISBURSEMENT,PSE,295859,COP,FAILED
T0002351,C00501,L000634,2025-04-30T00:00:00,CHARGEBACK,CASH_NETWORK,251606,COP,FAILED
T0002352,C00189,L000888,2024-03-01T00:00:00,FEE,TRANSFER,35085,COP,PENDING
T0002353,C00008,L000999,2023-11-22T00:00:00,FEE,PSE,107314,COP,PENDING
T0002354,C00387,L000582,2023-12-23T00:00:00,REPAYMENT,CARD,125141,COP,PENDING
T0002355,C00494,L000263,2025-05-15T00:00:00,DISBURSEMENT,CARD,298101,COP,SETTLED
T0002356,C00285,L000252,2024-05-21T00:00:00,CHARGEBACK,TRANSFER,421187,COP,PENDING
T0002357,C00202,L000579,2023-02-01T00:00:00,FEE,CARD,123627,COP,FAILED
T0002358,C00019,L000914,2025-04-15T00:00:00,DISBURSEMENT,CASH_NETWORK,359126,COP,SETTLED
T0002359,C00070,L000538,2023-07-12T00:00:00,FEE,PSE,176773,COP,PENDING
T0002360,C00433,L000305,2023-02-24T00:00:00,REPAYMENT,TRANSFER,324073,COP,PENDING
T0002361,C00052,L001119,2023-10-15T00:00:00,REPAYMENT,TRANSFER,194107,COP,FAILED
T0002362,C00017,L000060,2023-06-25T00:00:00,CHARGEBACK,CARD,137266,COP,PENDING
T0002363,C00013,L000424,2023-05-13T00:00:00,REPAYMENT,TRANSFER,-36003,COP,FAILED
T0002364,C00101,L001127,2023-11-13T00:00:00,CHARGEBACK,PSE,129013,COP,PENDING
T0002365,C00513,L000666,2024-04-01T00:00:00,CHARGEBACK,CARD,92465,COP,PENDING
T0002366,C00420,L001175,2023-02-19T00:00:00,REPAYMENT,CARD,54868,COP,FAILED
T0002367,C00065,L000796,2024-08-08T00:00:00,DISBURSEMENT,PSE,280607,COP,FAILED
T0002368,C00219,L001066,2023-09-14T00:00:00,CHARGEBACK,PSE,159980,COP,SETTLED
T0002369,C00074,L000819,2023-12-27T00:00:00,DISBURSEMENT,PSE,193668,COP,SETTLED
T0002370,C00030,L000450,2024-03-11T00:00:00,DISBURSEMENT,TRANSFER,275033,COP,SETTLED
T0002371,C00117,L000880,2025-01-31T00:00:00,REPAYMENT,CARD,218736,COP,PENDING
T0002372,C00166,L000277,2025-04-28T00:00:00,FEE,PSE,250189,COP,SETTLED
T0002373,C00151,L000929,2023-08-30T00:00:00,CHARGEBACK,CARD,135758,COP,FAILED
T0002374,C00514,L001141,2023-07-05T00:00:00,CHARGEBACK,CASH_NETWORK,295731,COP,SETTLED
T0002375,C00441,L001113,2023-07-21T00:00:00,CHARGEBACK,CARD,268871,COP,SETTLED
T0002376,C00171,L000362,2024-08-24T00:00:00,FEE,TRANSFER,240911,COP,FAILED
T0002377,C00384,L000911,2024-12-13T00:00:00,FEE,CARD,325797,COP,FAILED
T0002378,C00301,L000147,2024-05-24T00:00:00,DISBURSEMENT,PSE,143544,COP,PENDING
T0002379,C00096,L000234,2024-02-22T00:00:00,REPAYMENT,CASH_NETWORK,51123,COP,FAILED
T0002380,C00515,L000331,2024-09-21T00:00:00,CHARGEBACK,CARD,168827,COP,FAILED
T0002381,C00148,L000731,2023-07-19T00:00:00,DISBURSEMENT,CARD,346231,COP,FAILED
T0002382,C00041,L000372,2023-09-17T00:00:00,REPAYMENT,PSE,140367,COP,SETTLED
T0002383,C00126,L000009,2023-10-23T00:00:00,DISBURSEMENT,TRANSFER,138308,COP,SETTLED
T0002384,C00231,L000976,2024-04-17T00:00:00,REPAYMENT,CASH_NETWORK,198877,COP,SETTLED
T0002385,C00403,L000170,2024-06-17T00:00:00,REPAYMENT,TRANSFER,71994,COP,SETTLED
T0002386,C00206,L001085,2023-04-16T00:00:00,REPAYMENT,TRANSFER,185517,COP,FAILED
T0002387,C00102,L001147,2023-03-26T00:00:00,CHARGEBACK,TRANSFER,447913,COP,SETTLED
T0002388,C00029,L000392,2023-09-06T00:00:00,CHARGEBACK,CASH_NETWORK,358986,COP,PENDING
T0002389,C00108,L000172,2023-03-30T00:00:00,REPAYMENT,CASH_NETWORK,339134,COP,FAILED
T0002390,C00092,L000194,2025-06-16T00:00:00,DISBURSEMENT,CASH_NETWORK,160493,COP,FAILED
T0002391,C00436,L000686,2024-08-24T00:00:00,REPAYMENT,CASH_NETWORK,107870,COP,PENDING
T0002392,C00001,L000822,2024-04-02T00:00:00,FEE,TRANSFER,199939,COP,FAILED
T0002393,C00290,L000618,2023-10-10T00:00:00,FEE,CASH_NETWORK,202069,COP,SETTLED
T0002394,C00483,L000704,2023-07-30T00:00:00,FEE,PSE,429350,COP,FAILED
T0002395,C00163,L000324,2023-08-04T00:00:00,DISBURSEMENT,PSE,174048,COP,SETTLED
T0002396,C00506,L000037,2023-10-03T00:00:00,REPAYMENT,PSE,137376,COP,FAILED
T0002397,C00281,L001015,2023-09-04T00:00:00,REPAYMENT,CASH_NETWORK,173299,COP,PENDING
T0002398,C00507,L000911,2023-09-25T00:00:00,CHARGEBACK,CARD,199706,COP,SETTLED
T0002399,C00285,L000201,2024-11-27T00:00:00,REPAYMENT,CASH_NETWORK,198541,COP,FAILED
T0002400,C00377,L000460,2024-06-01T00:00:00,REPAYMENT,TRANSFER,222721,COP,PENDING
T0002401,C00373,L001091,2023-06-15T00:00:00,DISBURSEMENT,CASH_NETWORK,270428,COP,SETTLED
T0002402,C00047,L000133,2025-06-16T00:00:00,DISBURSEMENT,CARD,223125,COP,SETTLED
T0002403,C00073,L000974,2024-03-27T00:00:00,FEE,CARD,175869,COP,SETTLED
T0002404,C00314,L000299,2024-09-13T00:00:00,DISBURSEMENT,CASH_NETWORK,232262,COP,FAILED
T0002405,C00021,L000910,2023-10-09T00:00:00,FEE,TRANSFER,184192,COP,PENDING
T0002406,C00106,L000645,2024-01-22T00:00:00,FEE,PSE,189076,COP,PENDING
T0002407,C00411,L001079,2024-08-12T00:00:00,FEE,CASH_NETWORK,203044,COP,PENDING
T0002408,C00393,L000061,2024-02-28T00:00:00,REPAYMENT,CASH_NETWORK,144115,COP,SETTLED
T0002409,C00040,L000240,2024-03-31T00:00:00,CHARGEBACK,PSE,276490,COP,FAILED
T0002410,C00020,L001048,2024-07-07T00:00:00,FEE,CARD,378385,COP,SETTLED
T0002411,C00024,L000701,2024-08-30T00:00:00,REPAYMENT,PSE,139637,COP,SETTLED
T0002412,C00485,L000327,2023-03-23T00:00:00,REPAYMENT,CARD,9086,COP,FAILED
