loan_id,customer_id,application_ts,decision_ts,product_type,channel,requested_amount,currency,term_months,declared_monthly_income,apr,credit_score,risk_band,decision_status
L000379,C00256,2024-05-12T00:00:00,2024-05-26T00:00:00,MICROLOAN,WEB,1522036,COP,12,5821829,0.551,594,C,PENDING
L000380,C00335,2024-09-05T00:00:00,2024-09-06T00:00:00,BNPL,WEB,2139861,COP,6,1469220,0.303,616,A,APPROVED
L000381,C00477,2023-04-16T00:00:00,2023-04-19T00:00:00,BNPL,WEB,725040,COP,9,685153,0.602,643,B,PENDING
L000382,C00413,2024-05-27T00:00:00,2024-05-31T00:00:00,MICROLOAN,APP,3280887,COP,9,3382016,0.331,635,E,REJECTED
L000383,C00249,2023-06-24T00:00:00,2023-07-02T00:00:00,MICROLOAN,PARTNER,2636941,COP,36,1227185,0.451,575,E,PENDING
L000384,C00251,2024-02-16T00:00:00,2024-02-19T00:00:00,BNPL,WEB,2093853,COP,12,5412560,0.225,595,A,PENDING
L000385,C00366,2024-05-07T00:00:00,2024-05-16T00:00:00,BNPL,PARTNER,3904596,COP,18,6499896,0.592,797,A,APPROVED
L000386,C00494,2023-06-15T00:00:00,2023-06-16T00:00:00,MICROLOAN,WEB,3818521,COP,6,1804074,0.313,462,C,REJECTED
L000387,C00039,2023-05-02T00:00:00,2023-05-13T00:00:00,PERSONAL_LOAN,APP,3060012,COP,24,1137610,0.256,722,E,REJECTED
L000388,C00300,2025-02-28T00:00:00,2025-03-13T00:00:00,BNPL,WEB,1337256,COP,18,2646464,0.516,641,C,PENDING
L000389,C00110,2024-11-26T00:00:00,2024-11-26T00:00:00,BNPL,APP,2132787,COP,9,6513846,0.348,761,D,PENDING
L000390,C00081,2023-11-30T00:00:00,2023-12-13T00:00:00,BNPL,APP,2587333,COP,36,5629589,0.516,616,C,PENDING
L000391,C00364,2024-07-20T00:00:00,2024-07-20T00:00:00,PERSONAL_LOAN,APP,3005414,COP,36,2528109,0.354,601,B,PENDING
L000392,C00123,2023-09-27T00:00:00,2023-10-04T00:00:00,MICROLOAN,WEB,4734990,COP,18,4349061,0.377,703,C,APPROVED
L000393,C00124,2024-08-02T00:00:00,2024-08-16T00:00:00,PERSONAL_LOAN,APP,3052269,COP,24,1669832,0.559,822,E,PENDING
L000394,C00210,2023-10-08T00:00:00,2023-10-17T00:00:00,BNPL,APP,1611791,COP,24,5574648,0.198,614,A,REJECTED
L000395,C00509,2024-03-29T00:00:00,2024-04-12T00:00:00,MICROLOAN,APP,2551321,COP,18,689125,0.265,618,A,PENDING
L000396,C00424,2023-08-06T00:00:00,2023-08-14T00:00:00,PERSONAL_LOAN,APP,1772575,COP,36,5392206,0.346,581,E,REJECTED
L000397,C00065,2023-10-25T00:00:00,2023-10-30T00:00:00,PERSONAL_LOAN,WEB,2966350,COP,12,1956777,0.309,632,B,REJECTED
L000398,C00055,2023-10-17T00:00:00,2023-10-30T00:00:00,BNPL,PARTNER,2558726,COP,24,3628276,0.541,602,B,PENDING
L000399,C00191,2023-02-15T00:00:00,2023-02-26T00:00:00,BNPL,PARTNER,2357694,COP,12,3419436,0.256,675,B,REJECTED
L000400,C00091,2023-05-28T00:00:00,2023-06-11T00:00:00,PERSONAL_LOAN,PARTNER,1623440,COP,12,2996129,0.53,780,A,APPROVED
L000401,C00328,2024-07-24T00:00:00,2024-07-31T00:00:00,PERSONAL_LOAN,WEB,2712123,COP,6,2630184,0.416,552,A,APPROVED
L000402,C00022,2024-03-28T00:00:00,2024-03-30T00:00:00,PERSONAL_LOAN,PARTNER,1375589,COP,36,3000673,0.526,559,B,REJECTED
L000403,C00187,2024-06-17T00:00:00,2024-06-29T00:00:00,BNPL,PARTNER,3496477,COP,9,5874270,0.463,703,B,REJECTED
L000404,C00156,2023-09-01T00:00:00,2023-09-01T00:00:00,PERSONAL_LOAN,WEB,1255298,COP,6,5564140,0.421,849,C,PENDING
L000405,C00147,2024-01-04T00:00:00,2024-01-14T00:00:00,PERSONAL_LOAN,APP,4867475,COP,18,3217774,0.208,785,A,REJECTED
L000406,C00483,2023-01-29T00:00:00,2023-02-04T00:00:00,BNPL,PARTNER,1918002,COP,3,1640637,0.288,703,C,REJECTED
L000407,C00345,2024-06-29T00:00:00,2024-07-10T00:00:00,BNPL,APP,2562839,COP,18,4501230,0.232,752,D,PENDING
L000408,C00199,2023-06-20T00:00:00,2023-06-25T00:00:00,BNPL,APP,3138881,COP,6,4617283,0.632,641,D,APPROVED
L000409,C00313,2023-09-23T00:00:00,2023-10-05T00:00:00,PERSONAL_LOAN,APP,2568553,COP,18,3861272,0.625,661,E,PENDING
L000410,C00017,2023-06-17T00:00:00,2023-06-26T00:00:00,BNPL,PARTNER,888695,COP,36,4708672,0.324,617,E,PENDING
L000411,C00021,2023-08-03T00:00:00,2023-08-03T00:00:00,PERSONAL_LOAN,PARTNER,3982574,COP,3,3426350,0.596,614,D,REJECTED
L000412,C00156,2024-06-12T00:00:00,2024-06-16T00:00:00,PERSONAL_LOAN,APP,4119181,COP,18,4666149,0.612,698,B,APPROVED
L000413,C00499,2024-03-08T00:00:00,2024-03-12T00:00:00,PERSONAL_LOAN,APP,1448657,COP,12,3131022,0.61,564,C,REJECTED
L000414,C00053,2023-04-09T00:00:00,2023-04-10T00:00:00,BNPL,APP,884164,COP,36,3038253,0.595,586,C,PENDING
L000415,C00313,2024-06-06T00:00:00,2024-06-15T00:00:00,MICROLOAN,WEB,1979399,COP,9,5463032,0.486,705,D,REJECTED
L000416,C00162,2024-04-25T00:00:00,2024-04-26T00:00:00,PERSONAL_LOAN,PARTNER,817514,COP,12,3336815,0.641,641,B,APPROVED
L000417,C00358,2024-06-01T00:00:00,2024-06-01T00:00:00,BNPL,PARTNER,2958355,COP,24,1083762,0.302,454,E,PENDING
L000418,C00184,2024-03-26T00:00:00,2024-03-28T00:00:00,MICROLOAN,WEB,3589114,COP,24,2124498,0.357,664,A,REJECTED
L000419,C00231,2024-04-19T00:00:00,2024-05-03T00:00:00,PERSONAL_LOAN,PARTNER,722403,COP,12,1860015,0.354,628,B,PENDING
L000420,C00479,2024-12-29T00:00:00,2025-01-10T00:00:00,PERSONAL_LOAN,WEB,1800939,COP,6,-1483971,0.597,714,B,REJECTED
L000421,C00163,2024-02-16T00:00:00,2024-02-26T00:00:00,BNPL,APP,1935131,COP,6,5162577,0.649,544,A,PENDING
L000422,C00274,2023-01-28T00:00:00,2023-02-04T00:00:00,MICROLOAN,WEB,1597198,COP,36,2971039,0.643,667,D,APPROVED
L000423,C00400,2023-04-21T00:00:00,2023-04-21T00:00:00,BNPL,WEB,3159028,COP,24,3860719,0.541,534,A,PENDING
L000424,C00032,2023-03-20T00:00:00,2023-03-30T00:00:00,BNPL,WEB,2102960,COP,18,3200123,0.56,592,D,PENDING
L000425,C00397,2024-02-07T00:00:00,2024-02-17T00:00:00,BNPL,APP,4233370,COP,6,4855011,0.33,475,A,APPROVED
L000426,C00471,2023-12-26T00:00:00,2023-12-27T00:00:00,BNPL,WEB,2633662,COP,3,2158644,0.206,581,E,PENDING
L000427,C00066,2024-02-29T00:00:00,2024-03-13T00:00:00,MICROLOAN,PARTNER,3129868,USD,12,1495514,0.419,737,C,REJECTED
L000428,C00002,2025-01-11T00:00:00,2025-01-24T00:00:00,PERSONAL_LOAN,APP,3996911,COP,3,5540484,0.181,463,A,REJECTED
L000429,C00395,2024-09-13T00:00:00,2024-09-27T00:00:00,MICROLOAN,APP,3416000,COP,12,709547,0.195,677,E,REJECTED
L000430,C00224,2023-02-12T00:00:00,2023-02-16T00:00:00,BNPL,APP,1809976,COP,18,2341722,0.299,678,C,PENDING
L000431,C00489,2023-09-29T00:00:00,2023-10-04T00:00:00,PERSONAL_LOAN,PARTNER,3759122,COP,9,2061541,0.565,522,B,APPROVED
L000432,C00031,2023-11-29T00:00:00,2023-12-06T00:00:00,BNPL,WEB,2019720,COP,3,5011477,0.538,713,B,REJECTED
L000433,C00084,2025-02-24T00:00:00,2025-03-07T00:00:00,PERSONAL_LOAN,WEB,2951685,COP,24,2361694,0.379,747,D,REJECTED
L000434,C00282,2024-12-15T00:00:00,2024-12-24T00:00:00,PERSONAL_LOAN,PARTNER,1272441,COP,3,3825554,0.392,604,C,PENDING
L000435,C00490,2024-01-08T00:00:00,2024-01-13T00:00:00,BNPL,WEB,2349825,COP,6,3712242,0.646,618,E,PENDING
L000436,C00020,2024-09-23T00:00:00,2024-10-07T00:00:00,BNPL,PARTNER,3058347,COP,3,5232240,0.428,636,E,PENDING
L000437,C00081,2024-03-18T00:00:00,2024-04-01T00:00:00,MICROLOAN,PARTNER,2254574,COP,12,1229164,0.649,563,D,REJECTED
L000438,C00314,2024-03-20T00:00:00,2024-03-26T00:00:00,PERSONAL_LOAN,APP,2175326,COP,18,3895779,0.572,506,A,PENDING
L000439,C00046,2023-09-23T00:00:00,2023-10-03T00:00:00,BNPL,APP,-106637,COP,6,2501373,0.195,601,E,PENDING
L000440,C00149,2024-02-08T00:00:00,2024-02-14T00:00:00,PERSONAL_LOAN,APP,1628236,COP,18,191669,0.455,590,A,PENDING
L000441,C00220,2024-06-13T00:00:00,2024-06-25T00:00:00,PERSONAL_LOAN,APP,3664070,COP,24,1315514,0.255,662,B,REJECTED
L000442,C00160,2025-02-21T00:00:00,2025-03-01T00:00:00,BNPL,PARTNER,2340241,COP,3,4924035,0.419,684,A,PENDING
L000443,C00145,2024-06-08T00:00:00,2024-06-14T00:00:00,MICROLOAN,APP,-665933,COP,12,4179584,0.384,688,B,REJECTED
L000444,C00444,2024-07-29T00:00:00,2024-08-04T00:00:00,MICROLOAN,PARTNER,4287666,COP,3,2672219,0.201,697,D,REJECTED
L000445,C00046,2023-06-26T00:00:00,2023-07-08T00:00:00,PERSONAL_LOAN,APP,2119564,COP,3,2324252,0.272,774,E,PENDING
L000446,C00440,2023-07-22T00:00:00,2023-07-22T00:00:00,MICROLOAN,WEB,3043673,COP,12,9110067,0.365,545,C,REJECTED
L000447,C00489,2023-10-22T00:00:00,2023-10-25T00:00:00,BNPL,PARTNER,1330261,COP,24,2787436,0.488,603,D,APPROVED
L000448,C00368,2023-04-29T00:00:00,2023-05-04T00:00:00,BNPL,WEB,4411001,COP,12,4037926,0.366,710,D,APPROVED
L000449,C00240,2023-01-02T00:00:00,2023-01-08T00:00:00,BNPL,APP,2830828,COP,6,4732996,0.419,703,C,REJECTED
L000450,C00230,2024-04-11T00:00:00,2024-04-23T00:00:00,BNPL,WEB,2695262,COP,36,3103289,0.454,611,B,REJECTED
L000451,C00413,2024-11-09T00:00:00,2024-11-18T00:00:00,MICROLOAN,APP,2996690,COP,9,2402795,0.583,621,D,APPROVED
L000452,C00169,2023-06-04T00:00:00,2023-06-17T00:00:00,PERSONAL_LOAN,PARTNER,750243,COP,18,2327308,0.607,751,E,PENDING
L000453,C00452,2024-02-23T00:00:00,2024-02-23T00:00:00,PERSONAL_LOAN,WEB,-619441,COP,6,4654346,0.345,686,A,PENDING
L000454,C00520,2024-08-14T00:00:00,2024-08-17T00:00:00,PERSONAL_LOAN,APP,2268774,COP,18,3315975,0.182,757,C,APPROVED
L000455,C00464,2023-04-08T00:00:00,2023-04-13T00:00:00,PERSONAL_LOAN,WEB,3802643,COP,24,5191830,0.205,507,C,PENDING
L000456,C00191,2024-09-15T00:00:00,2024-09-16T00:00:00,MICROLOAN,WEB,1950518,COP,36,4788309,0.381,555,A,APPROVED
L000457,C00166,2023-12-04T00:00:00,2023-12-17T00:00:00,BNPL,WEB,1351620,COP,36,5562991,0.539,616,A,PENDING
L000458,C00012,2023-11-25T00:00:00,2023-12-02T00:00:00,BNPL,WEB,938686,COP,3,3475242,0.634,618,E,PENDING
L000459,C00435,2024-12-25T00:00:00,2025-01-06T00:00:00,PERSONAL_LOAN,PARTNER,2805028,COP,3,832093,0.515,649,E,REJECTED
L000460,C00062,2024-11-06T00:00:00,2024-11-08T00:00:00,PERSONAL_LOAN,PARTNER,3396011,COP,12,3199027,0.526,797,C,REJECTED
L000461,C00245,2024-12-02T00:00:00,2024-12-15T00:00:00,BNPL,APP,2402337,COP,18,2770810,0.272,608,D,APPROVED
L000462,C00239,2024-11-26T00:00:00,2024-12-01T00:00:00,MICROLOAN,APP,1685586,COP,36,5888194,0.502,629,E,PENDING
L000463,C00357,2024-06-30T00:00:00,2024-07-05T00:00:00,PERSONAL_LOAN,WEB,3397530,COP,3,3020139,0.242,676,E,REJECTED
L000464,C00286,2024-06-27T00:00:00,2024-07-07T00:00:00,BNPL,WEB,2505406,COP,6,4055324,0.33,634,C,PENDING
L000465,C00514,2023-09-30T00:00:00,2023-10-09T00:00:00,BNPL,PARTNER,3733681,COP,36,179905,0.485,611,C,PENDING
L000466,C00230,2025-01-06T00:00:00,2025-01-10T00:00:00,PERSONAL_LOAN,APP,2447744,COP,24,6732970,0.277,617,B,APPROVED
L000467,C00511,2023-12-14T00:00:00,2023-12-16T00:00:00,BNPL,APP,2075117,COP,3,5046912,0.635,584,C,REJECTED
L000468,C00381,2023-10-12T00:00:00,2023-10-13T00:00:00,PERSONAL_LOAN,WEB,3970907,COP,24,-463543,0.339,638,E,PENDING
L000469,C00086,2023-07-22T00:00:00,2023-08-01T00:00:00,MICROLOAN,PARTNER,-1102073,COP,18,747105,0.592,644,D,PENDING
L000470,C00474,2024-07-19T00:00:00,2024-07-20T00:00:00,PERSONAL_LOAN,APP,1840615,COP,6,1505527,0.31,652,A,PENDING
L000471,C00052,2024-12-27T00:00:00,2024-12-31T00:00:00,PERSONAL_LOAN,APP,1553002,COP,18,5122604,0.437,580,D,REJECTED
L000472,C00349,2023-05-27T00:00:00,2023-06-04T00:00:00,MICROLOAN,WEB,3789808,COP,3,3260966,0.552,724,A,APPROVED
L000473,C00366,2023-08-19T00:00:00,2023-08-22T00:00:00,MICROLOAN,WEB,2751619,COP,9,5720916,0.468,601,C,REJECTED
L000474,C00075,2024-07-06T00:00:00,2024-07-07T00:00:00,BNPL,APP,960946,COP,9,3131103,0.267,617,E,REJECTED
L000475,C00022,2024-06-25T00:00:00,2024-07-05T00:00:00,PERSONAL_LOAN,WEB,2155483,COP,12,4458018,0.303,500,B,APPROVED
L000476,C00297,2023-12-31T00:00:00,2024-01-08T00:00:00,BNPL,PARTNER,676720,COP,24,3939308,0.545,670,C,PENDING
L000477,C00363,2024-02-25T00:00:00,2024-03-10T00:00:00,PERSONAL_LOAN,APP,2796224,COP,9,2653794,0.335,709,C,PENDING
L000478,C00426,2023-03-10T00:00:00,2023-03-10T00:00:00,PERSONAL_LOAN,WEB,3638674,COP,3,2404972,0.283,610,A,PENDING
L000479,C00372,2024-01-08T00:00:00,2024-01-17T00:00:00,BNPL,APP,1886904,COP,9,3096832,0.228,625,B,REJECTED
L000480,C00453,2024-12-19T00:00:00,2024-12-24T00:00:00,MICROLOAN,PARTNER,2007940,COP,36,6661138,0.215,604,A,PENDING
L000481,C00253,2024-11-11T00:00:00,2024-11-15T00:00:00,MICROLOAN,WEB,1823467,COP,3,5356543,0.624,593,A,REJECTED
L000482,C00379,2024-01-31T00:00:00,2024-02-14T00:00:00,MICROLOAN,WEB,1111445,COP,36,5851313,0.57,641,C,REJECTED
L000483,C00258,2023-05-06T00:00:00,2023-05-11T00:00:00,PERSONAL_LOAN,PARTNER,932004,COP,9,3807133,0.373,484,A,APPROVED
L000484,C00520,2024-12-28T00:00:00,2025-01-10T00:00:00,BNPL,WEB,4441955,COP,12,3108483,0.204,701,B,PENDING
L000485,C00001,2023-09-04T00:00:00,2023-09-10T00:00:00,PERSONAL_LOAN,APP,2148794,COP,12,3268350,0.562,572,A,APPROVED
L000486,C00041,2023-03-03T00:00:00,2023-03-15T00:00:00,MICROLOAN,APP,1327167,COP,18,5441184,0.387,647,C,APPROVED
L000487,C00138,2023-06-20T00:00:00,2023-06-30T00:00:00,BNPL,APP,1781729,COP,12,4522227,0.213,685,A,PENDING
L000488,C00401,2023-07-23T00:00:00,2023-08-01T00:00:00,BNPL,PARTNER,2227783,COP,24,5037637,0.288,546,E,PENDING
L000489,C00113,2023-03-10T00:00:00,2023-03-19T00:00:00,MICROLOAN,WEB,1673593,COP,9,3835188,0.461,648,E,PENDING
L000490,C00167,2024-08-05T00:00:00,2024-08-18T00:00:00,PERSONAL_LOAN,APP,2160355,COP,36,4445577,0.605,606,B,PENDING
L000491,C00057,2024-07-02T00:00:00,2024-07-11T00:00:00,BNPL,WEB,2660095,COP,24,1784464,0.574,688,B,PENDING
L000492,C00274,2023-10-25T00:00:00,2023-10-30T00:00:00,BNPL,WEB,2454327,COP,6,4497316,0.622,669,E,PENDING
L000493,C00346,2023-08-15T00:00:00,2023-08-18T00:00:00,BNPL,WEB,3975073,COP,12,2527174,0.256,734,D,PENDING
L000494,C00382,2024-06-19T00:00:00,2024-06-26T00:00:00,BNPL,APP,1169390,COP,6,8092939,0.2,644,D,REJECTED
L000495,C00150,2023-06-14T00:00:00,2023-06-16T00:00:00,MICROLOAN,WEB,2821141,COP,6,3158461,0.547,631,A,PENDING
L000496,C00178,2024-10-05T00:00:00,2024-10-17T00:00:00,MICROLOAN,WEB,5080263,COP,12,3104016,0.389,623,B,PENDING
L000497,C00338,2023-04-27T00:00:00,2023-05-10T00:00:00,PERSONAL_LOAN,APP,1953467,COP,3,710277,0.541,617,A,REJECTED
L000498,C00323,2024-10-06T00:00:00,2024-10-20T00:00:00,BNPL,PARTNER,1063959,COP,18,2461135,0.583,699,A,REJECTED
L000499,C00111,2024-10-06T00:00:00,2024-10-20T00:00:00,PERSONAL_LOAN,PARTNER,4231036,COP,12,1935064,0.206,727,A,APPROVED
L000500,C00266,2023-09-28T00:00:00,2023-09-30T00:00:00,BNPL,PARTNER,847826,COP,3,1044523,0.627,549,B,APPROVED
L000501,C00064,2023-01-31T00:00:00,2023-02-13T00:00:00,MICROLOAN,WEB,2637218,COP,3,4178838,0.545,575,D,PENDING
L000502,C00315,2023-11-22T00:00:00,2023-11-30T00:00:00,MICROLOAN,APP,3357912,COP,12,2367179,0.456,701,A,PENDING
L000503,C00016,2024-03-15T00:00:00,2024-03-25T00:00:00,PERSONAL_LOAN,APP,3060563,COP,3,6007079,0.181,729,E,PENDING
L000504,C00009,2024-02-09T00:00:00,2024-02-20T00:00:00,MICROLOAN,APP,4404915,COP,9,1588207,0.474,703,E,REJECTED
L000505,C00396,2024-04-02T00:00:00,2024-04-05T00:00:00,MICROLOAN,WEB,3882662,COP,36,2722328,0.295,819,D,REJECTED
L000506,C00331,2024-07-22T00:00:00,2024-07-27T00:00:00,BNPL,APP,3163121,COP,12,5645008,0.458,545,E,PENDING
L000507,C00172,2024-06-29T00:00:00,2024-07-04T00:00:00,MICROLOAN,APP,2828786,COP,18,3092290,0.181,459,D,REJECTED
L000508,C00130,2024-09-05T00:00:00,2024-09-11T00:00:00,MICROLOAN,APP,1596343,COP,3,5152528,0.573,696,A,PENDING
L000509,C00463,2023-01-20T00:00:00,2023-01-26T00:00:00,PERSONAL_LOAN,APP,703183,COP,24,4563157,0.618,749,E,APPROVED
L000510,C00225,2024-06-22T00:00:00,2024-07-02T00:00:00,PERSONAL_LOAN,PARTNER,468927,COP,18,2800741,0.505,663,E,PENDING
L000511,C00369,2023-10-31T00:00:00,2023-11-11T00:00:00,PERSONAL_LOAN,PARTNER,2219101,COP,36,5349687,0.62,566,C,REJECTED
L000512,C00051,2023-01-27T00:00:00,2023-02-04T00:00:00,BNPL,WEB,2067606,COP,18,1288537,0.595,636,C,APPROVED
L000513,C00170,2023-05-04T00:00:00,2023-05-07T00:00:00,MICROLOAN,PARTNER,3548519,COP,36,3392899,0.622,634,B,PENDING
L000514,C00198,2023-01-29T00:00:00,2023-01-30T00:00:00,PERSONAL_LOAN,PARTNER,1824661,COP,3,3487316,0.641,617,C,REJECTED
L000515,C00113,2023-06-06T00:00:00,2023-06-14T00:00:00,MICROLOAN,WEB,1524703,COP,9,4866291,0.643,718,D,PENDING
L000516,C00227,2024-08-17T00:00:00,2024-08-17T00:00:00,MICROLOAN,APP,4325144,COP,18,1422678,0.645,600,C,PENDING
L000517,C00290,2024-07-01T00:00:00,2024-07-10T00:00:00,MICROLOAN,APP,840718,COP,12,4618791,0.239,611,A,APPROVED
L000518,C00238,2024-12-05T00:00:00,2024-12-19T00:00:00,PERSONAL_LOAN,APP,1783314,COP,18,6470664,0.228,544,A,PENDING
L000519,C00340,2024-08-07T00:00:00,2024-08-07T00:00:00,PERSONAL_LOAN,APP,2241093,COP,9,7169792,0.201,717,E,APPROVED
L000520,C00294,2023-12-18T00:00:00,2023-12-19T00:00:00,MICROLOAN,WEB,1874397,COP,12,2162742,0.618,695,B,REJECTED
L000521,C00497,2024-08-03T00:00:00,2024-08-05T00:00:00,MICROLOAN,PARTNER,1145877,COP,9,-1065574,0.509,629,A,PENDING
L000522,C00056,2024-08-24T00:00:00,2024-08-27T00:00:00,MICROLOAN,APP,470267,COP,3,1523415,0.463,596,A,REJECTED
L000523,C00139,2024-05-29T00:00:00,2024-06-01T00:00:00,PERSONAL_LOAN,APP,3200161,COP,3,7585302,0.24,739,D,PENDING
L000524,C00414,2023-06-27T00:00:00,2023-07-05T00:00:00,BNPL,PARTNER,490064,COP,18,2865857,0.521,651,D,REJECTED
L000525,C00151,2025-01-16T00:00:00,2025-01-24T00:00:00,MICROLOAN,PARTNER,154874,COP,9,6624845,0.624,518,A,PENDING
L000526,C00364,2023-11-23T00:00:00,2023-11-29T00:00:00,MICROLOAN,WEB,1625662,COP,6,5462298,0.387,606,A,APPROVED
L000527,C00173,2024-12-31T00:00:00,2025-01-13T00:00:00,BNPL,APP,3211863,COP,36,4883270,0.301,692,B,APPROVED
L000528,C00254,2023-08-28T00:00:00,2023-09-05T00:00:00,PERSONAL_LOAN,PARTNER,2740682,COP,3,3243215,0.332,697,D,APPROVED
L000529,C00245,2023-08-25T00:00:00,2023-08-28T00:00:00,MICROLOAN,APP,2003660,COP,36,5799979,0.464,781,B,PENDING
L000530,C00478,2024-12-30T00:00:00,2025-01-02T00:00:00,MICROLOAN,PARTNER,2881021,COP,36,2788920,0.224,638,E,APPROVED
L000531,C00350,2023-06-23T00:00:00,2023-06-30T00:00:00,PERSONAL_LOAN,WEB,3311470,COP,12,3143540,0.473,526,A,REJECTED
L000532,C00463,2023-07-18T00:00:00,2023-07-31T00:00:00,PERSONAL_LOAN,PARTNER,1188956,COP,18,6068689,0.342,635,A,REJECTED
L000533,C00119,2024-03-25T00:00:00,2024-04-02T00:00:00,MICROLOAN,PARTNER,1515766,COP,36,6365987,0.359,686,D,APPROVED
L000534,C00219,2024-09-14T00:00:00,2024-09-24T00:00:00,MICROLOAN,APP,3290464,COP,6,6341826,0.365,788,C,REJECTED
L000535,C00250,2024-07-09T00:00:00,2024-07-19T00:00:00,PERSONAL_LOAN,PARTNER,3416915,COP,9,4380405,0.215,667,D,APPROVED
L000536,C00102,2024-06-25T00:00:00,2024-07-04T00:00:00,PERSONAL_LOAN,WEB,1476169,COP,3,4144404,0.364,644,E,APPROVED
L000537,C00006,2025-01-29T00:00:00,2025-02-09T00:00:00,MICROLOAN,PARTNER,2391987,COP,6,2838140,0.368,598,D,PENDING
L000538,C00248,2025-02-05T00:00:00,2025-02-10T00:00:00,MICROLOAN,PARTNER,2879898,COP,18,963200,0.557,609,C,APPROVED
L000539,C00473,2025-02-15T00:00:00,2025-02-27T00:00:00,PERSONAL_LOAN,APP,915838,COP,36,4266660,0.605,676,E,APPROVED
L000540,C00452,2024-07-27T00:00:00,2024-08-05T00:00:00,MICROLOAN,APP,2216971,COP,6,5688492,0.275,665,D,PENDING
L000541,C00355,2023-04-30T00:00:00,2023-05-14T00:00:00,PERSONAL_LOAN,APP,2618911,COP,36,2070819,0.321,515,C,APPROVED
L000542,C00232,2024-07-20T00:00:00,2024-07-25T00:00:00,BNPL,WEB,464117,COP,36,3766912,0.632,582,C,APPROVED
L000543,C00181,2023-04-18T00:00:00,2023-05-02T00:00:00,BNPL,WEB,3205501,COP,36,5568565,0.291,588,D,REJECTED
L000544,C00482,2024-07-29T00:00:00,2024-08-10T00:00:00,MICROLOAN,WEB,741393,COP,12,4842980,0.562,575,E,APPROVED
L000545,C00514,2025-01-19T00:00:00,2025-01-30T00:00:00,PERSONAL_LOAN,APP,3633941,COP,18,5147483,0.306,660,D,REJECTED
L000546,C00069,2024-09-28T00:00:00,2024-10-08T00:00:00,MICROLOAN,WEB,2864516,COP,18,4474440,0.488,717,D,PENDING
L000547,C00394,2024-03-03T00:00:00,2024-03-06T00:00:00,MICROLOAN,APP,2342471,COP,18,1009076,0.6,781,D,REJECTED
L000548,C00249,2025-02-18T00:00:00,2025-03-03T00:00:00,BNPL,PARTNER,2652702,COP,18,4861676,0.355,608,C,APPROVED
L000549,C00324,2023-01-26T00:00:00,2023-02-09T00:00:00,PERSONAL_LOAN,WEB,-976393,COP,18,1741744,0.624,730,D,APPROVED
L000550,C00267,2024-01-17T00:00:00,2024-01-19T00:00:00,MICROLOAN,WEB,3558637,COP,9,3887187,0.205,624,D,REJECTED
L000551,C00262,2023-04-13T00:00:00,2023-04-15T00:00:00,MICROLOAN,WEB,1741155,COP,9,5774270,0.503,760,A,APPROVED
L000552,C00224,2024-02-28T00:00:00,2024-03-10T00:00:00,BNPL,WEB,1355471,COP,18,5798552,0.219,676,A,APPROVED
L000553,C00101,2023-11-28T00:00:00,2023-12-12T00:00:00,BNPL,PARTNER,3010796,COP,12,1546499,0.619,760,E,REJECTED
L000554,C00236,2024-06-05T00:00:00,2024-06-15T00:00:00,MICROLOAN,APP,3350228,COP,24,1012361,0.254,821,A,APPROVED
L000555,C00297,2024-07-19T00:00:00,2024-07-29T00:00:00,BNPL,APP,2428982,COP,6,6044343,0.379,848,B,REJECTED
L000556,C00345,2024-09-01T00:00:00,2024-09-14T00:00:00,BNPL,PARTNER,1312293,COP,36,5703425,0.459,634,D,APPROVED
L000557,C00480,2023-03-28T00:00:00,2023-04-04T00:00:00,BNPL,PARTNER,3743187,COP,36,4605682,0.369,617,B,PENDING
L000558,C00146,2023-02-23T00:00:00,2023-02-28T00:00:00,MICROLOAN,WEB,7330988,COP,18,4744307,0.184,546,E,PENDING
L000559,C00042,2024-09-18T00:00:00,2024-09-24T00:00:00,MICROLOAN,APP,2243547,COP,18,2537719,0.181,792,B,REJECTED
L000560,C00200,2025-02-24T00:00:00,2025-03-06T00:00:00,PERSONAL_LOAN,APP,2309400,COP,9,1325096,0.398,646,C,APPROVED
L000561,C00485,2024-10-20T00:00:00,2024-10-21T00:00:00,PERSONAL_LOAN,PARTNER,3354916,COP,36,5346236,0.354,584,B,PENDING
L000562,C00456,2024-10-14T00:00:00,2024-10-27T00:00:00,MICROLOAN,WEB,3381413,COP,24,2571656,0.325,708,D,PENDING
L000563,C00218,2024-02-06T00:00:00,2024-02-14T00:00:00,MICROLOAN,APP,3150465,COP,24,1499271,0.324,710,B,PENDING
L000564,C00374,2025-02-05T00:00:00,2025-02-05T00:00:00,MICROLOAN,APP,3606946,COP,24,2541332,0.621,758,D,PENDING
L000565,C00185,2024-08-20T00:00:00,2024-08-23T00:00:00,MICROLOAN,WEB,4001752,COP,24,5876908,0.557,594,A,REJECTED
L000566,C00165,2023-08-25T00:00:00,2023-08-27T00:00:00,MICROLOAN,PARTNER,2247933,COP,3,1168928,0.455,701,E,REJECTED
L000567,C00329,2023-08-13T00:00:00,2023-08-23T00:00:00,BNPL,PARTNER,1240510,COP,9,4717019,0.368,770,B,REJECTED
L000568,C00232,2024-01-14T00:00:00,2024-01-16T00:00:00,MICROLOAN,PARTNER,3770297,COP,6,4358739,0.347,547,B,REJECTED
